120,A20,B82,C57,D58,E79,F24,G82,K89,S0,X0
121,A55,B77,C0,D96,E6,F28,G93,K42,S0,X0
122,A13,B52,C54,D57,E53,F87,G92,K10,S0,X0
123,A57,B72,C0,D72,E42,F18,G75,K42,S0,X0
124,A42,B81,C11,D93,E79,F55,G26,K48,S0,X0
125,A69,B35,C13,D94,E17,F49,G92,K39,S0,X0
126,A17,B6,C97,D72,E79,F9,G5,K80,S0,X0
127,A73,B55,C97,D4,E89,F61,G45,K39,S0,X0
128,A17,B43,C99,D94,E42,F56,G94,K6,S0,X0
129,A39,B52,C74,D96,E36,F9,G20,K88,S0,X0
130,A44,B77,C94,D96,E17,F32,G5,K75,S0,X0
131,A56,B21,C99,D91,E16,F16,G10,K83,S0,X0
132,A73,B36,C0,D16,E72,F91,G5,K34,S0,X0
133,A10,B18,C59,D55,E38,F45,G26,K40,S0,X0
134,A55,B3,C92,D71,E52,F2,G52,K20,S0,X0
135,A46,B26,C67,D21,E40,F74,G68,K52,S0,X1
136,A56,B43,C65,D72,E49,F57,G38,K32,S0,X0
137,A72,B4,C0,D53,E1,F73,G37,K7,S0,X0
138,A53,B3,C95,D50,E91,F37,G35,K32,S0,X0
139,A18,B19,C16,D81,E52,F9,G9,K19,S2,X0
140,A57,B97,C54,D72,E89,F2,G3,K52,S0,X0
141,A14,B81,C54,D37,E82,F33,G13,K41,S0,X0
142,A26,B80,C0,D93,E45,F70,G26,K21,S0,X0
143,A47,B38,C95,D71,E46,F55,G5,K42,S0,X2
144,A11,B67,C57,D32,E23,F59,G35,K70,S0,X1
145,A46,B66,C35,D58,E17,F58,G53,K32,S0,X0
146,A47,B54,C29,D71,E45,F80,G8,K46,S0,X0
147,A13,B40,C0,D50,E17,F49,G98,K47,S0,X0
148,A29,B43,C98,D96,E53,F1,G83,K90,S0,X0
149,A55,B34,C16,D0,E68,F37,G99,K46,S0,X0
150,A56,B85,C15,D53,E37,F2,G6,K8,S0,X0
151,A55,B27,C82,D0,E81,F22,G28,K47,S0,X0
152,A85,B82,C80,D71,E96,F5,G6,K7,S0,X0
153,A89,B66,C99,D72,E35,F13,G71,K14,S0,X0
154,A82,B10,C16,D66,E89,F64,G35,K13,S0,X0
155,A20,B73,C74,D29,E45,F9,G80,K21,S0,X0
156,A54,B41,C0,D81,E30,F4,G57,K32,S0,X1
157,A13,B41,C50,D0,E7,F52,G5,K7,S0,X0
158,A42,B49,C24,D32,E24,F11,G15,K37,S0,X0
159,A46,B80,C73,D81,E79,F80,G51,K90,S0,X0
160,A13,B81,C96,D6,E63,F32,G95,K14,S0,X0
161,A6,B77,C59,D0,E13,F74,G72,K8,S0,X0
162,A50,B36,C99,D26,E37,F58,G75,K26,S0,X0
163,A29,B81,C73,D41,E20,F25,G78,K38,S0,X0
164,A86,B66,C24,D10,E91,F11,G13,K81,S0,X0
165,A37,B52,C91,D1,E24,F62,G50,K84,S0,X0
166,A32,B5,C0,D74,E68,F50,G66,K47,S0,X2
167,A46,B35,C59,D55,E53,F87,G12,K36,S0,X0
168,A56,B51,C15,D79,E13,F62,G65,K36,S0,X0
169,A13,B41,C76,D41,E19,F26,G45,K46,S0,X0
170,A57,B72,C0,D35,E74,F83,G42,K84,S0,X1
171,A19,B72,C0,D41,E50,F61,G18,K76,S0,X0
172,A22,B18,C17,D0,E54,F24,G80,K38,S0,X0
173,A11,B79,C0,D26,E37,F42,G95,K32,S0,X0
174,A27,B74,C32,D25,E52,F66,G8,K42,S0,X0
175,A46,B10,C95,D6,E6,F9,G70,K9,S0,X0
176,A54,B62,C95,D6,E96,F9,G36,K31,S0,X1
177,A11,B77,C0,D58,E54,F73,G28,K49,S0,X0
178,A86,B5,C32,D16,E85,F24,G10,K37,S0,X0
179,A5,B96,C62,D88,E98,F25,G54,K6,S0,X0
180,A46,B64,C0,D71,E52,F84,G3,K53,S0,X0
181,A29,B3,C83,D0,E58,F4,G47,K89,S0,X0
182,A49,B89,C49,D33,E72,F8,G18,K18,S0,X0
183,A89,B30,C13,D93,E19,F54,G76,K32,S0,X0
184,A87,B9,C13,D21,E89,F52,G3,K48,S0,X0
185,A49,B84,C97,D71,E58,F91,G71,K90,S0,X0
186,A11,B41,C0,D64,E12,F32,G98,K39,S0,X0
187,A55,B52,C99,D0,E22,F3,G95,K52,S0,X0
188,A35,B22,C94,D59,E17,F84,G85,K10,S0,X0
189,A55,B16,C11,D80,E61,F4,G87,K35,S0,X0
190,A16,B26,C16,D54,E49,F69,G29,K29,S0,X0
191,A57,B71,C65,D13,E52,F31,G26,K30,S0,X0
192,A12,B5,C49,D57,E54,F8,G7,K11,S0,X0
193,A87,B51,C94,D66,E68,F82,G5,K18,S0,X0
194,A11,B22,C95,D5,E17,F32,G98,K22,S0,X0
195,A86,B36,C15,D77,E63,F77,G33,K32,S0,X0
196,A29,B51,C87,D83,E75,F57,G48,K90,S0,X0
197,A31,B72,C24,D15,E11,F40,G98,K35,S0,X0
198,A38,B79,C96,D73,E14,F11,G8,K6,S0,X0
199,A2,B51,C52,D88,E55,F25,G36,K15,S6,X0
200,A84,B51,C52,D81,E79,F84,G47,K74,S0,X0
201,A38,B25,C92,D26,E56,F37,G92,K38,S0,X0
202,A86,B36,C45,D98,E19,F32,G3,K77,S0,X0
203,A57,B30,C15,D6,E29,F85,G87,K84,S0,X0
204,A17,B5,C57,D88,E45,F44,G67,K33,S0,X0
205,A29,B14,C47,D5,E68,F17,G87,K1,S0,X0
206,A40,B73,C0,D83,E52,F20,G68,K1,S0,X0
207,A38,B36,C57,D77,E61,F9,G12,K83,S0,X0
208,A54,B27,C97,D0,E61,F80,G27,K9,S0,X0
209,A47,B43,C59,D58,E91,F32,G12,K72,S0,X0
210,A25,B10,C96,D1,E8,F69,G3,K10,S0,X0
211,A11,B17,C79,D79,E68,F55,G99,K10,S0,X0
212,A55,B27,C58,D37,E61,F61,G43,K65,S0,X0
213,A17,B81,C96,D81,E31,F13,G95,K29,S0,X0
214,A93,B13,C94,D50,E62,F24,G99,K1,S0,X1
215,A86,B85,C95,D80,E24,F80,G90,K41,S0,X0
216,A31,B8,C0,D79,E26,F9,G69,K90,S0,X0
217,A34,B17,C0,D88,E37,F42,G45,K8,S0,X0
218,A67,B50,C0,D73,E52,F38,G4,K41,S0,X0
219,A35,B60,C67,D10,E1,F80,G67,K49,S0,X1
220,A86,B18,C87,D17,E19,F75,G81,K45,S0,X0
221,A44,B72,C65,D53,E63,F32,G73,K52,S0,X0
222,A32,B5,C98,D16,E68,F51,G81,K51,S0,X0
223,A7,B68,C76,D79,E63,F12,G37,K4,S0,X0
224,A87,B85,C71,D53,E65,F31,G99,K83,S0,X0
225,A5,B27,C70,D21,E45,F62,G20,K30,S0,X0
226,A11,B22,C87,D92,E54,F9,G36,K8,S0,X0
227,A25,B31,C0,D67,E50,F52,G53,K48,S0,X0
228,A19,B5,C54,D0,E17,F66,G12,K48,S0,X0
229,A51,B85,C77,D29,E19,F57,G43,K43,S0,X0
230,A49,B98,C55,D6,E54,F70,G95,K17,S0,X0
231,A55,B80,C52,D16,E42,F11,G77,K23,S0,X0
232,A11,B28,C27,D88,E21,F62,G74,K45,S0,X0
233,A47,B63,C98,D66,E66,F60,G6,K17,S0,X0
234,A29,B20,C0,D71,E18,F81,G99,K8,S0,X0
235,A17,B3,C0,D44,E9,F6,G35,K11,S0,X0
236,A44,B17,C65,D88,E35,F82,G83,K8,S0,X0
237,A24,B28,C50,D27,E56,F9,G2,K15,S13,X0
238,A83,B2,C73,D0,E62,F12,G67,K7,S0,X0
239,A1,B83,C96,D96,E54,F25,G99,K9,S0,X1
240,A50,B50,C98,D27,E52,F80,G23,K18,S0,X0
241,A55,B30,C92,D73,E6,F37,G43,K74,S0,X0
242,A55,B66,C88,D21,E68,F82,G54,K48,S0,X0
243,A50,B50,C13,D71,E7,F57,G43,K12,S0,X0
244,A85,B13,C92,D21,E60,F87,G99,K28,S0,X0
245,A44,B10,C95,D0,E19,F40,G75,K1,S0,X0
246,A60,B17,C92,D32,E59,F9,G5,K46,S9,X0
247,A56,B4,C54,D98,E23,F9,G69,K19,S0,X0
248,A86,B28,C13,D16,E81,F53,G18,K42,S0,X0
249,A59,B55,C24,D78,E32,F37,G17,K9,S10,X0
250,A62,B31,C63,D71,E53,F34,G43,K15,S0,X0
251,A68,B27,C0,D53,E50,F62,G73,K49,S0,X0
252,A56,B43,C18,D41,E26,F62,G8,K46,S0,X0
253,A85,B27,C74,D5,E98,F32,G9,K82,S0,X0
254,A54,B3,C58,D72,E89,F24,G11,K11,S0,X0
255,A82,B43,C98,D6,E37,F5,G9,K45,S0,X0
256,A29,B10,C62,D66,E98,F80,G23,K37,S0,X0
257,A50,B27,C50,D6,E6,F37,G35,K99,S0,X0
258,A3,B35,C49,D41,E37,F62,G38,K41,S0,X0
259,A7,B36,C66,D47,E66,F17,G69,K3,S0,X0
260,A38,B31,C0,D98,E19,F61,G75,K83,S0,X0
261,A47,B22,C0,D93,E62,F62,G46,K9,S0,X0
262,A80,B3,C98,D44,E10,F24,G3,K6,S0,X0
263,A55,B32,C71,D53,E64,F9,G46,K83,S0,X0
264,A27,B46,C87,D0,E11,F6,G73,K42,S0,X0
265,A49,B49,C74,D41,E62,F74,G35,K39,S0,X0
266,A75,B26,C59,D45,E72,F74,G26,K83,S0,X0
267,A89,B24,C99,D12,E30,F3,G65,K43,S0,X0
268,A50,B45,C47,D72,E10,F18,G73,K37,S0,X0
269,A12,B86,C17,D47,E85,F1,G7,K69,S0,X1
270,A46,B69,C45,D96,E89,F2,G9,K90,S0,X0
271,A85,B82,C65,D0,E7,F70,G83,K6,S0,X0
272,A19,B73,C99,D37,E28,F25,G94,K66,S0,X0
273,A2,B77,C96,D3,E54,F70,G22,K75,S6,X0
274,A56,B77,C0,D43,E61,F13,G35,K39,S0,X0
275,A38,B76,C50,D94,E33,F9,G22,K19,S0,X0
276,A22,B19,C94,D41,E20,F20,G29,K48,S0,X0
277,A14,B45,C92,D79,E63,F14,G98,K14,S0,X0
278,A55,B82,C70,D56,E5,F38,G20,K94,S0,X0
279,A85,B49,C89,D94,E38,F20,G43,K32,S0,X0
280,A53,B79,C97,D12,E89,F53,G3,K6,S0,X0
281,A7,B83,C11,D80,E68,F79,G7,K15,S0,X0
282,A7,B35,C96,D44,E72,F25,G9,K14,S0,X0
283,A50,B10,C45,D10,E98,F15,G31,K32,S0,X0
284,A33,B22,C87,D46,E22,F11,G54,K32,S0,X0
285,A29,B66,C50,D81,E84,F25,G3,K26,S0,X0
286,A17,B24,C55,D16,E7,F84,G44,K37,S0,X0
287,A17,B24,C13,D81,E3,F66,G73,K35,S0,X0
288,A69,B71,C0,D0,E58,F25,G80,K40,S0,X0
289,A57,B76,C0,D71,E13,F32,G47,K37,S0,X0
290,A38,B28,C94,D92,E89,F76,G22,K48,S0,X0
291,A29,B24,C35,D21,E14,F75,G92,K44,S0,X0
292,A67,B20,C97,D98,E19,F80,G99,K86,S0,X0
293,A57,B97,C95,D58,E19,F42,G39,K10,S0,X0
294,A13,B77,C61,D60,E38,F87,G5,K41,S0,X0
295,A83,B41,C65,D29,E64,F6,G73,K8,S0,X0
296,A70,B17,C70,D6,E62,F74,G69,K90,S0,X0
297,A74,B94,C24,D25,E85,F56,G81,K30,S0,X0
298,A12,B35,C15,D53,E3,F9,G80,K2,S0,X0
299,A51,B66,C74,D13,E89,F75,G26,K52,S0,X0
300,A57,B43,C0,D29,E82,F20,G66,K48,S0,X1
301,A27,B73,C0,D50,E58,F24,G53,K17,S0,X0
302,A7,B50,C16,D21,E68,F7,G87,K14,S0,X0
303,A5,B10,C0,D98,E17,F74,G22,K68,S0,X0
304,A56,B66,C91,D53,E49,F26,G71,K2,S0,X0
305,A29,B3,C0,D80,E45,F25,G4,K15,S0,X0
306,A56,B20,C62,D58,E14,F24,G35,K7,S0,X0
307,A39,B21,C95,D25,E18,F20,G47,K17,S0,X0
308,A6,B95,C56,D59,E65,F9,G3,K17,S0,X0
309,A29,B27,C0,D66,E85,F4,G43,K79,S0,X0
310,A89,B54,C0,D41,E19,F49,G63,K48,S0,X1
311,A89,B91,C0,D53,E99,F35,G12,K66,S0,X1
312,A12,B4,C95,D81,E10,F41,G98,K8,S0,X0
313,A24,B21,C70,D71,E94,F20,G12,K57,S13,X1
314,A84,B4,C95,D72,E69,F61,G26,K12,S0,X0
315,A28,B28,C68,D0,E58,F43,G3,K94,S11,X1
316,A7,B14,C35,D91,E85,F9,G77,K48,S0,X0
317,A27,B27,C0,D33,E76,F80,G72,K47,S0,X0
318,A17,B35,C87,D98,E4,F27,G39,K99,S0,X0
319,A46,B85,C73,D16,E17,F73,G93,K90,S0,X0
320,A73,B79,C87,D98,E37,F75,G94,K92,S0,X0
321,A72,B54,C11,D1,E11,F80,G3,K18,S0,X0
322,A27,B50,C24,D16,E30,F61,G19,K2,S0,X0
323,A20,B27,C82,D5,E81,F52,G3,K37,S0,X0
324,A3,B91,C94,D15,E29,F71,G29,K49,S0,X0
325,A51,B28,C0,D88,E25,F65,G65,K19,S0,X0
326,A50,B43,C45,D12,E32,F12,G53,K32,S0,X0
327,A47,B51,C45,D26,E89,F55,G69,K17,S0,X0
328,A27,B66,C13,D41,E29,F20,G70,K21,S0,X0
329,A47,B22,C24,D17,E38,F63,G95,K19,S0,X0
330,A35,B35,C0,D16,E6,F98,G26,K46,S0,X0
331,A47,B91,C96,D10,E47,F21,G5,K35,S0,X0
332,A47,B84,C13,D3,E53,F20,G6,K67,S0,X0
333,A7,B39,C83,D0,E72,F38,G65,K9,S0,X0
334,A15,B76,C16,D53,E45,F63,G3,K88,S0,X0
335,A13,B55,C0,D0,E89,F24,G47,K6,S0,X0
336,A71,B88,C98,D61,E74,F9,G10,K6,S0,X0
337,A11,B85,C29,D16,E89,F24,G92,K37,S0,X0
338,A19,B72,C59,D61,E36,F74,G30,K76,S0,X0
339,A75,B51,C54,D79,E37,F61,G81,K45,S0,X0
340,A49,B29,C49,D53,E58,F61,G79,K66,S0,X0
341,A45,B33,C95,D89,E76,F64,G71,K80,S0,X0
342,A3,B89,C99,D16,E91,F81,G5,K32,S0,X0
343,A54,B28,C15,D76,E69,F25,G87,K94,S0,X0
344,A56,B24,C98,D16,E77,F66,G99,K6,S0,X1
345,A73,B57,C15,D41,E62,F37,G28,K54,S0,X1
346,A19,B17,C63,D71,E55,F61,G53,K77,S0,X0
347,A5,B66,C94,D1,E61,F70,G83,K11,S0,X0
348,A57,B25,C11,D58,E53,F42,G30,K49,S0,X0
349,A83,B16,C0,D54,E66,F2,G5,K6,S0,X0
350,A8,B16,C91,D71,E17,F19,G39,K32,S0,X0
351,A13,B26,C0,D69,E93,F35,G90,K17,S0,X0
352,A89,B42,C54,D73,E38,F27,G67,K32,S0,X0
353,A7,B79,C35,D71,E51,F22,G2,K66,S0,X0
354,A75,B50,C87,D85,E62,F11,G78,K83,S0,X0
355,A38,B43,C13,D10,E94,F17,G3,K42,S0,X0
356,A13,B27,C94,D76,E85,F8,G99,K6,S0,X0
357,A59,B5,C79,D83,E23,F20,G96,K15,S10,X1
358,A82,B30,C45,D66,E21,F66,G5,K40,S0,X0
359,A74,B47,C35,D98,E30,F42,G67,K85,S0,X0
360,A57,B36,C85,D0,E11,F7,G98,K48,S0,X0
361,A46,B74,C95,D66,E13,F14,G22,K73,S0,X0
362,A10,B82,C11,D71,E52,F13,G36,K63,S0,X1
363,A33,B5,C0,D53,E37,F12,G43,K68,S0,X0
364,A10,B91,C91,D98,E53,F48,G95,K89,S0,X1
365,A16,B22,C45,D29,E67,F24,G35,K40,S0,X0
366,A54,B80,C55,D1,E22,F16,G3,K83,S0,X0
367,A87,B96,C0,D0,E37,F31,G67,K15,S0,X0
368,A89,B66,C0,D94,E86,F60,G94,K75,S0,X0
369,A55,B36,C47,D29,E43,F82,G36,K97,S0,X0
370,A28,B12,C97,D73,E52,F87,G27,K87,S11,X0
371,A78,B77,C95,D94,E76,F25,G78,K37,S0,X0
372,A38,B40,C79,D33,E1,F74,G58,K46,S0,X1
373,A54,B51,C0,D88,E50,F38,G73,K87,S0,X0
374,A48,B39,C0,D83,E72,F61,G50,K1,S3,X0
375,A26,B6,C0,D81,E13,F10,G18,K36,S0,X0
376,A35,B51,C95,D61,E79,F70,G53,K36,S0,X0
377,A68,B20,C57,D16,E86,F74,G25,K58,S0,X1
378,A64,B22,C52,D26,E38,F55,G93,K10,S0,X0
379,A57,B21,C0,D13,E5,F32,G73,K35,S0,X0
380,A83,B82,C76,D72,E45,F63,G53,K46,S0,X0
381,A27,B4,C0,D81,E21,F14,G85,K48,S0,X0
382,A44,B73,C57,D18,E8,F63,G8,K90,S0,X0
383,A16,B17,C0,D77,E8,F5,G67,K1,S0,X0
384,A86,B22,C27,D55,E19,F58,G27,K66,S0,X0
385,A55,B24,C54,D79,E78,F51,G12,K35,S0,X0
386,A57,B14,C16,D53,E45,F65,G39,K39,S0,X0
387,A52,B85,C59,D89,E17,F55,G35,K8,S12,X0
388,A49,B52,C98,D37,E69,F41,G67,K41,S0,X0
389,A29,B66,C71,D71,E58,F42,G30,K66,S0,X0
390,A87,B10,C97,D98,E27,F62,G3,K26,S0,X0
391,A25,B36,C96,D50,E17,F8,G5,K79,S0,X0
392,A5,B83,C83,D27,E89,F84,G87,K84,S0,X0
393,A87,B40,C91,D79,E18,F84,G39,K75,S0,X0
394,A54,B82,C96,D71,E10,F52,G45,K26,S0,X0
395,A11,B95,C16,D65,E47,F30,G87,K22,S0,X0
396,A36,B27,C96,D15,E63,F10,G65,K47,S0,X0
397,A26,B40,C24,D93,E68,F32,G90,K26,S0,X0
398,A73,B10,C82,D39,E89,F25,G36,K35,S0,X0
399,A47,B95,C71,D66,E17,F75,G3,K89,S0,X0
400,A57,B30,C50,D0,E14,F62,G46,K15,S0,X0
401,A38,B79,C99,D57,E98,F24,G44,K83,S0,X0
402,A88,B43,C45,D26,E34,F51,G19,K52,S0,X0
403,A27,B16,C98,D94,E13,F49,G13,K37,S0,X0
404,A34,B76,C0,D96,E10,F32,G33,K49,S0,X0
405,A56,B20,C0,D21,E79,F74,G13,K44,S0,X0
406,A42,B18,C82,D79,E34,F61,G9,K18,S0,X0
407,A42,B98,C82,D12,E6,F62,G83,K6,S0,X0
408,A16,B81,C0,D64,E10,F40,G9,K87,S0,X0
409,A32,B48,C0,D77,E7,F80,G69,K9,S0,X0
410,A79,B41,C98,D55,E27,F40,G95,K81,S0,X0
411,A31,B79,C74,D98,E86,F2,G26,K11,S0,X0
412,A45,B88,C95,D31,E6,F61,G98,K35,S0,X1
413,A88,B72,C89,D18,E47,F64,G28,K38,S0,X0
414,A85,B76,C57,D60,E67,F77,G79,K48,S0,X0
415,A27,B52,C63,D60,E93,F55,G29,K78,S0,X0
416,A55,B27,C98,D64,E18,F55,G50,K73,S0,X0
417,A27,B16,C0,D81,E95,F14,G80,K25,S0,X0
418,A6,B18,C82,D23,E62,F25,G44,K46,S0,X0
419,A20,B8,C69,D76,E19,F72,G12,K55,S0,X2
420,A67,B52,C0,D89,E4,F32,G12,K19,S0,X0
421,A28,B1,C0,D0,E62,F24,G44,K22,S11,X0
422,A25,B26,C58,D70,E38,F13,G7,K11,S0,X0
423,A49,B85,C0,D0,E13,F38,G35,K6,S0,X0
424,A76,B37,C73,D60,E7,F80,G33,K42,S0,X0
425,A46,B36,C52,D77,E37,F52,G30,K10,S0,X0
426,A59,B41,C11,D65,E45,F51,G68,K85,S10,X0
427,A6,B14,C94,D85,E68,F3,G43,K42,S0,X0
428,A49,B10,C73,D26,E13,F10,G3,K46,S0,X0
429,A57,B5,C0,D66,E11,F13,G46,K45,S0,X0
430,A75,B39,C11,D30,E53,F87,G68,K35,S0,X1
431,A19,B74,C50,D72,E72,F63,G27,K10,S0,X0
432,A54,B83,C55,D89,E52,F74,G67,K42,S0,X0
433,A7,B3,C29,D47,E53,F58,G69,K42,S0,X0
434,A49,B66,C0,D0,E34,F8,G4,K95,S0,X1
435,A89,B14,C94,D79,E13,F30,G47,K85,S0,X0
436,A31,B98,C0,D78,E62,F25,G12,K6,S0,X0
437,A50,B4,C27,D72,E13,F5,G95,K67,S0,X0
